"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif"
"PSMD8",1.05349496674058,6.44510964083176,17.2676575352324,2.89501945862435e-53,1.04777768063333e-51,110.286177789377,TRUE
"ADIPOR1",1.15459960827789,5.69366635160681,17.2648731361602,2.98555171914778e-53,1.07946726052573e-51,110.255504062957,TRUE
"SMS",1.30779226164079,4.39013553875236,17.2646225206995,2.99383764015981e-53,1.08138607139743e-51,110.252743279008,TRUE
"PPP1R11",1.15709220004926,5.05305255198488,17.2612570954722,3.10735669304108e-53,1.12127390968274e-51,110.215670768761,TRUE
"RPS24",1.35305279379157,10.4458691871456,17.2573898713006,3.24311890126701e-53,1.16910088614592e-51,110.173073049202,TRUE
"CLK4",-1.28661575757576,2.34560170132325,-17.2568939004528,3.26095357004124e-53,1.17436384470305e-51,110.167610089036,TRUE
"FCN3",-3.70734544715447,2.70958752362949,-17.2565528413058,3.27327454975965e-53,1.17763270000818e-51,110.163853456778,TRUE
"COX16",0.878898046316818,5.03840699432892,17.2500526450107,3.51718895580819e-53,1.26413342856231e-51,110.092260265071,FALSE
"OR5G5P",-3.68006877309675,-8.77335198487713,-17.2454706112786,3.69995323811072e-53,1.32850645397287e-51,110.041798195586,TRUE
"SEMA5B",2.346646664203,-0.195738752362949,17.2392912295112,3.96153858042133e-53,1.42102581035449e-51,109.973750349224,TRUE
"CHMP4B",1.19501767430401,5.58046313799622,17.2324970603204,4.27051104104885e-53,1.53034374433479e-51,109.898940196825,TRUE
"SMUG1P1",-6.38289723577233,-4.68680680529301,-17.2292502687413,4.42654720892474e-53,1.58469516993271e-51,109.863192869195,TRUE
"MAGI1-IT1",-3.05372629219018,-4.89740964083176,-17.2276924970579,4.50341980463065e-53,1.61062701800884e-51,109.846042392114,TRUE
"RNA5SP216",-9.05965434097061,-6.21507901701323,-17.2267902239781,4.54855318101348e-53,1.62516760850365e-51,109.836108903235,TRUE
"NDUFS3",0.857840529687111,6.49347296786389,17.2102289578096,5.4620432393746e-53,1.94963256275848e-51,109.653804873555,FALSE
"FABP5",2.4306496772604,3.42215916824197,17.2032308115062,5.90112478991017e-53,2.10429008839419e-51,109.576784933175,TRUE
"UXS1",1.4913916925351,3.50346654064272,17.1968378770778,6.33296620562067e-53,2.25606483052243e-51,109.506433433436,TRUE
"SGO2",2.74587882237004,-1.1165404536862,17.1954956949664,6.42756340024172e-53,2.28751940188407e-51,109.491664220743,TRUE
"FAM72A",2.60747665927568,-0.102458412098299,17.1896988049395,6.85260521369827e-53,2.43639982235515e-51,109.427879623556,TRUE
"LCMT1",1.17863589061344,3.34277164461248,17.1870089604392,7.05925376651711e-53,2.5074165457763e-51,109.398284645929,TRUE
"HRH1",2.43743571815719,-2.41551379962193,17.1868331446434,7.07297554710068e-53,2.50983465625906e-51,109.396350280043,TRUE
"ACCS",-1.73976351318059,2.89233629489603,-17.1851239900933,7.20776461212037e-53,2.55516663266193e-51,109.377546055968,TRUE
"H2AZ1",1.66245800197092,6.22708393194707,17.1839132857021,7.30479348732741e-53,2.58703715496071e-51,109.36422612746,TRUE
"CLTC",1.09010568366592,6.26268393194707,17.1711843976479,8.40731639378539e-53,2.97460031589477e-51,109.224201321814,TRUE
"CDKN2B",2.68395904656319,0.212678260869565,17.1646967566219,9.03167282268804e-53,3.19239294193183e-51,109.152844862702,TRUE
"INS-IGF2",-7.57801764474005,-3.66136030245747,-17.1630935816371,9.19296392421928e-53,3.24624302931016e-51,109.135212978952,TRUE
"DES",-5.03173283321015,-1.64334782608696,-17.1615310814823,9.35293002898417e-53,3.29952102023474e-51,109.118028885757,TRUE
"AURKA",2.44972009361912,2.08784650283554,17.1589733384677,9.62080829531211e-53,3.39072778570995e-51,109.089900239803,TRUE
"EPRS1",1.27945960581423,4.79320415879017,17.1554468518599,1.00027530038406e-52,3.52191985249676e-51,109.051119816981,TRUE
"RFXANK",1.37180398127617,5.1239797731569,17.1433780306535,1.14281801683719e-52,4.01990666949677e-51,108.918417148003,TRUE
"IFT25",1.18123205469326,4.14315671077505,17.1413650904074,1.16849256285144e-52,4.10623896651211e-51,108.896286430127,TRUE
"CCT4",1.1004651096329,5.53976937618147,17.1398496136108,1.18820141968424e-52,4.17146032262646e-51,108.879625420358,TRUE
"USE1",1.00151506775067,4.83576710775047,17.1234459710424,1.42398702493212e-52,4.99441091710733e-51,108.699311906349,TRUE
"COX4I1",1.09606271495442,8.83256370510397,17.110918865345,1.63504329985014e-52,5.72912228068145e-51,108.561643257529,TRUE
"ECM1",-2.46338210150284,2.19940491493384,-17.1102181442778,1.64773125598737e-52,5.76801276023118e-51,108.55394341285,TRUE
"CSE1L",1.20819981768908,4.06375482041588,17.1077272963224,1.69363416271463e-52,5.9229878362913e-51,108.526573555836,TRUE
"RPL24P4",1.66100669130327,2.65431984877127,17.1002498183891,1.8392468101857e-52,6.42603450014928e-51,108.444416557524,TRUE
"SGO1",2.77063444198078,-0.827345368620038,17.094940003601,1.95017554436198e-52,6.80705023421962e-51,108.386082430609,TRUE
"MYOT",-5.23375028332098,-5.7386572778828,-17.0886610086401,2.09000280334909e-52,7.28810679773058e-51,108.317107444069,TRUE
"ATP5F1C",0.950332434097064,7.80100661625709,17.0878111573055,2.10968192992722e-52,7.34967022440383e-51,108.307772350265,FALSE
"TMEM109",1.06927664203005,5.36802003780718,17.0862145033264,2.14715569475906e-52,7.47304878959237e-51,108.290234446405,TRUE
"SLC35B2",1.30781895048041,4.70090604914934,17.079864209076,2.30289335385143e-52,8.00740724503456e-51,108.220486413372,TRUE
"ACTL7A",-2.775473153486,-9.1461595463138,-17.0784415532447,2.33930154014176e-52,8.12621868025705e-51,108.204861780963,TRUE
"FKBP2",0.990314079822607,7.20757410207939,17.0741176921504,2.4535223476906e-52,8.51484844584287e-51,108.157376298067,FALSE
"FCAR",-5.46770096575507,-5.24086465028355,-17.0676905536112,2.63367494182566e-52,9.13133085608531e-51,108.086798554849,TRUE
"ARMC12",-2.27571152500616,-1.50095482041588,-17.0630942897213,2.77055249883867e-52,9.59673914697927e-51,108.036330681746,TRUE
"CETN2",1.2707598102981,4.0963415879017,17.0597067007202,2.87596174536987e-52,9.95236294744248e-51,107.999136782223,TRUE
"POP4",0.984366262626255,5.33097542533081,17.0384063242973,3.63688299629362e-52,1.257357044271e-50,107.765318620952,FALSE
"COPRS",0.990708948016744,5.40890037807183,17.0332198326753,3.85076556183996e-52,1.33003463996529e-50,107.708398239312,FALSE
"CAPZB",1.16384199802906,6.54163194706994,17.0295452734816,4.00985646887572e-52,1.38366729730663e-50,107.668073934089,TRUE
"GINS1",2.89711263118995,-0.114558979206049,17.0268077932044,4.13262706539171e-52,1.42467706648418e-50,107.638034681625,TRUE
"NDUFA11",0.932825846267551,7.95046805293006,17.0207920255742,4.4157692746475e-52,1.52084288841536e-50,107.572026612425,FALSE
"SFTPB",-4.97313909090904,-7.00586313799622,-17.0122951138342,4.84899476801138e-52,1.66846785851736e-50,107.478805622041,TRUE
"ETFB",1.3502556343927,8.53587107750473,17.0096983264831,4.98967674939096e-52,1.71524863332994e-50,107.450318528815,TRUE
"TRAPPC5",1.07967390490267,6.04822438563327,17.0079430679391,5.08706966487772e-52,1.74707394422636e-50,107.431063826835,TRUE
"CENPL",2.1869473589554,0.111906616257089,17.0019329649486,5.4351521616067e-52,1.86485310603483e-50,107.365139004595,TRUE
"ACBD6",1.25403694752401,4.25079376181474,16.9969770976648,5.73999549205575e-52,1.96573185242562e-50,107.31078316395,TRUE
"LHX4-AS1",1.25403694752401,4.25079376181474,16.9969770976648,5.73999549205575e-52,1.96573185242562e-50,107.31078316395,TRUE
"PPT1",1.76053002710027,3.84082060491493,16.9881343124327,6.3269506843324e-52,2.16469968701178e-50,107.213807094628,TRUE
"RPS7P11",2.07668768662232,0.633386956521739,16.9871399120527,6.39659580345744e-52,2.18646727176374e-50,107.202902730554,TRUE
"RSRP1",-1.58959627001726,4.22670812854442,-16.9751065887954,7.30258690204225e-52,2.49380251299187e-50,107.070962784006,TRUE
"KLHL17",-1.65907613205223,1.29315028355388,-16.9748087845209,7.32656323123666e-52,2.49963883324363e-50,107.067697839233,TRUE
"CBX2",2.663619854644,-0.588188468809074,16.9699915064697,7.72550596467682e-52,2.6332731645421e-50,107.014886449158,TRUE
"NKTR",-1.95264770140429,2.34082003780718,-16.9667077516028,8.00981042809418e-52,2.72761846482408e-50,106.978889436746,TRUE
"SPNS1",1.13904695491499,4.62648071833648,16.9633784086916,8.30872819939896e-52,2.82675859762307e-50,106.942394752005,TRUE
"TCF15",3.20005415865977,-1.85655463137996,16.9597927921362,8.64312324211568e-52,2.93777169299664e-50,106.903093250214,TRUE
"IFTAP",1.18470965508746,3.23197448015123,16.9581933475206,8.7965897131582e-52,2.98668802746935e-50,106.885562715674,TRUE
"AKR7L",-2.50416576496675,2.37698506616257,-16.9581220515406,8.80349353844853e-52,2.98668802746935e-50,106.884781295251,TRUE
"C16orf82",-2.31876347868925,-9.38532911153119,-16.9389324907872,1.08728736912491e-51,3.68530520883319e-50,106.674494151268,TRUE
"CXCL10",4.08937123675782,2.53654933837429,16.9360200632488,1.12268405260942e-51,3.80173076434465e-50,106.642584650237,TRUE
"AKAP8L",-1.08208400098547,4.5244056710775,-16.9265672238876,1.24569232814916e-51,4.21434083915588e-50,106.539027350323,TRUE
"FHIT",1.64413421778763,3.02433100189036,16.9233980774207,1.28987367291464e-51,4.35974899445758e-50,106.504312660967,TRUE
"CLK1",-1.38297030549398,5.27077183364839,-16.9195051379747,1.34629244512825e-51,4.54621042331169e-50,106.461672186734,TRUE
"IMMP2L",1.38703091401823,3.7296449905482,16.9165430164813,1.39086613405622e-51,4.69236352531364e-50,106.429229156645,TRUE
"MILIP",2.92610726040897,-0.954666351606805,16.9144246392607,1.42364408578587e-51,4.79848690418875e-50,106.406028371731,TRUE
"RNF187",1.20624522296131,5.46543005671078,16.9111650720813,1.47559252332311e-51,4.96896884871542e-50,106.370330771701,TRUE
"ANKRD24",-1.84081286031042,0.391776748582231,-16.9086189833974,1.51748313458e-51,5.10529705916483e-50,106.342448337624,TRUE
"JTB",0.88388775560482,7.01488147448015,16.9032077839312,1.6104983378493e-51,5.41321297798774e-50,106.283193935313,FALSE
"RAD23A",0.9245029366839,5.89641871455577,16.9009226642469,1.65146789318279e-51,5.54578501299061e-50,106.258172805645,FALSE
"ATG16L2",-1.44531348361666,2.77563875236295,-16.8988121046286,1.69023156035169e-51,5.67071126361614e-50,106.235063923174,TRUE
"TSR2",0.946811685144118,4.49440775047259,16.8982827060419,1.70009646226371e-51,5.69854124437994e-50,106.2292675799,FALSE
"HRCT1",3.65371298842079,1.09570642722117,16.8940377501952,1.78130471851431e-51,5.96523455597674e-50,106.182791830249,TRUE
"APLN",3.54573700418822,-0.540069943289225,16.8925915783551,1.80984609550624e-51,6.05522793667946e-50,106.166959255474,TRUE
"UQCC6",1.13917618132545,2.44815198487713,16.88839657236,1.89524736233426e-51,6.33511735728325e-50,106.121034925766,TRUE
"TRIM3",-1.26583555062824,2.18445916824197,-16.8872392804191,1.91950749840205e-51,6.41030742405638e-50,106.108366202563,TRUE
"CELA3A",-6.90778325942347,-5.81769130434783,-16.8831813896177,2.00704823691986e-51,6.69649430592166e-50,106.063947030606,TRUE
"VPS25",0.963957908351804,5.44627334593573,16.8767609153799,2.15377073766753e-51,7.1794335673158e-50,105.993672596355,FALSE
"DBH-AS1",-2.57365006651885,2.71680245746692,-16.8766130688951,2.15727260453453e-51,7.18450943277138e-50,105.99205445577,TRUE
"SERPINB13",-3.36945408721353,-8.60003629489603,-16.8572425607986,2.66888478233269e-51,8.88021874275519e-50,105.780085720611,TRUE
"TERLR1",-4.31725611973392,-0.43044763705104,-16.8543306689682,2.75563062785781e-51,9.16045306061046e-50,105.748227546576,TRUE
"PACC1",1.76055435082532,0.514561436672968,16.8474356791026,2.97242394965352e-51,9.87209165566077e-50,105.672797963023,TRUE
"HEXA",1.23301451589061,5.9373809073724,16.8415795969816,3.16987197959774e-51,1.05182379096323e-49,105.608741001884,TRUE
"SS18L2",0.875351118502087,4.23672173913043,16.8396663264481,3.23717797865496e-51,1.07317623564524e-49,105.58781406216,FALSE
"MYH1",-4.63887864498639,-7.38772854442344,-16.8338938212789,3.44901612262087e-51,1.14236071411734e-49,105.524679942813,TRUE
"BCL7C",1.14132305247597,3.67408563327032,16.821056409408,3.97105554961976e-51,1.31406825439149e-49,105.384299820213,TRUE
"CSF3R",-2.66632314855876,1.3171854442344,-16.8139768940518,4.29196630115697e-51,1.41896783878232e-49,105.306897349501,TRUE
"ITM2B",1.27608012071938,8.36741776937618,16.812164817102,4.37818782682065e-51,1.44615647226039e-49,105.287086934897,TRUE
"CAP1P1",4.21728593003203,-5.40101190926276,16.8108896722004,4.43989583065403e-51,1.4652059868052e-49,105.273146878668,TRUE
"LSM4",1.12345314855875,6.36921342155009,16.8056177636694,4.70437140550581e-51,1.55107526240932e-49,105.215517025773,TRUE
"ABCA9",-2.83659922394678,-0.170015689981096,-16.8043883963022,4.76827297451525e-51,1.57071757938184e-49,105.202078979127,TRUE
"PDIA3",1.15983670362156,8.20764139886578,16.7877084284658,5.72598228850267e-51,1.88448670040739e-49,105.019781703663,TRUE
"BAG6",0.968738642522792,7.19484763705104,16.7870542932938,5.76722408505841e-51,1.89634059340313e-49,105.012633694432,FALSE
"E2F8",4.10544597684159,-2.0194797731569,16.7832555734708,6.01265481547256e-51,1.9752523299228e-49,104.971125147292,TRUE
"RPL14P1",1.45155746489283,2.88783742911153,16.777633253373,6.39517230946711e-51,2.09901582283875e-49,104.909695342693,TRUE
"SNRPG",1.08563661000246,6.029097731569,16.7770420934488,6.43677773455742e-51,2.11076304012799e-49,104.903236654419,TRUE
"NTF3",-3.76824646957378,-1.34876105860113,-16.7701237911212,6.94424198692325e-51,2.27511668201535e-49,104.82765618836,TRUE
"SMARCE1",1.27299038186744,5.22264706994329,16.7622509446124,7.57047945503631e-51,2.47805207121076e-49,104.741659047903,TRUE
"TMPO-AS1",2.11798622074403,-0.807917391304348,16.7597574336574,7.78034655822381e-51,2.54445369738813e-49,104.71442432636,TRUE
"TMEM205",1.089559127864,7.74382646502836,16.7558202548992,8.1236091556276e-51,2.65432165579152e-49,104.671424015242,TRUE
"PHKA2",-1.26170690564179,4.7227854442344,-16.7539179191297,8.29484108149843e-51,2.70783296852045e-49,104.650648550623,TRUE
"RNASEH2B",1.24579753387533,3.26529716446125,16.7471953503508,8.92933134123239e-51,2.9123419318785e-49,104.577236901806,TRUE
"HPN-AS1",-3.29432785415127,-0.446194328922495,-16.7464577196849,9.00183572539779e-51,2.93335402753739e-49,104.569182386907,TRUE
"JMJD4",1.06079226656812,3.48284933837429,16.7463035564721,9.01706308370234e-51,2.93568078028232e-49,104.567499024308,TRUE
"NPIPB4",-2.54645747228381,2.36007391304348,-16.7461604115297,9.03122514469079e-51,2.93765684567581e-49,104.565935978304,TRUE
"RNF5",1.05602653609264,6.207295463138,16.7433722962208,9.31153922255051e-51,3.02612520427758e-49,104.535492451621,TRUE
"MT-ATP8",-2.42192834934716,13.7782984877127,-16.742521478385,9.39879700541885e-51,3.0517507164017e-49,104.526202648569,TRUE
"CENPI",3.40759779009608,-1.91302344045369,16.7359163102284,1.01045684385693e-50,3.27505302579022e-49,104.454087839478,TRUE
"PLXNB1",-1.35840035230353,5.17380623818526,-16.7359304225094,1.01030054845245e-50,3.27505302579022e-49,104.454241907264,TRUE
"SKA2",1.38289044592264,3.52113232514178,16.7280876703114,1.10098932477003e-50,3.56530004268303e-49,104.368626434882,TRUE
"NME2",1.28892750677506,8.31628903591682,16.7247816340819,1.14161246998661e-50,3.6935538567722e-49,104.332539717159,TRUE
"PAIP2",1.07556643261886,5.42295349716446,16.7114750275406,1.32082161563627e-50,4.26955881293073e-49,104.187314707413,TRUE
"MICOS13",1.02641308203991,5.83003043478261,16.7086674899467,1.36208173078081e-50,4.3990150274977e-49,104.156678438411,TRUE
"RSPH10B",-3.14487472776545,-5.8770534026465,-16.7075012751241,1.37959663410487e-50,4.44766762119369e-49,104.143952989985,TRUE
"RSPH10B2",-3.14487472776545,-5.8770534026465,-16.7075012751241,1.37959663410487e-50,4.44766762119369e-49,104.143952989985,TRUE
"LOC285638",-2.73587590539542,-4.01819357277883,-16.7031640308371,1.44673209807074e-50,4.65996645005021e-49,104.096628429782,TRUE
"HBA2",-3.4760856861296,5.41327674858223,-16.6968837625502,1.54976514676512e-50,4.98741352772346e-49,104.028109789659,TRUE
"TMEM147",1.37645849716678,5.74929111531191,16.6920910131923,1.63329511478917e-50,5.25157183011175e-49,103.975825498052,TRUE
"ADRA1A",-4.82313169746243,0.508059924385633,-16.6861933082046,1.74227591063675e-50,5.59702281699333e-49,103.911493507199,TRUE
"TMEM230",1.04600503079576,6.23821512287335,16.6852302125172,1.76074955101792e-50,5.6513677675952e-49,103.900988749404,TRUE
"RPL17P6",1.63185748460211,4.28248846880907,16.6805057588688,1.85424354130072e-50,5.94619211950154e-49,103.849460485384,TRUE
"ACTB",1.17290354028084,10.3573189035917,16.6801666876623,1.86114110679567e-50,5.96304354084638e-49,103.845762504828,TRUE
"APEX1",0.994644469081049,6.06380415879017,16.6800187180554,1.86415920551917e-50,5.96744650084227e-49,103.844148724982,FALSE
"GOLGA8O",-4.48598301921653,-6.11135538752363,-16.6715848861416,2.04450710973174e-50,6.53900022822661e-49,103.752175286505,TRUE
"MRPL58",0.891084363143618,5.01553024574669,16.6672100870135,2.14481487635055e-50,6.85377859387336e-49,103.704472431402,FALSE
"NOMO1",1.14493383099285,4.62213440453686,16.6667871534361,2.15476880773712e-50,6.87953056197582e-49,103.699860963241,TRUE
"DSCC1",1.93227969450604,-0.138422873345936,16.6635477287915,2.23255536067903e-50,7.12161618172316e-49,103.664540998688,TRUE
"C1orf54",1.68296214831239,2.49329224952741,16.660542130269,2.30723206653869e-50,7.3533653421792e-49,103.631772366403,TRUE
"ZNF526",1.03782590293175,0.847525141776938,16.6575344360278,2.38445705113769e-50,7.59282240467978e-49,103.598982706587,TRUE
"MT-CO2",-1.27935805617148,14.0240175803403,-16.6505869103681,2.57284865052285e-50,8.18553714834618e-49,103.523248267263,TRUE
"CAPG",2.97449092633653,3.83822986767486,16.6487153517516,2.62609172680166e-50,8.34761434103566e-49,103.502848216631,TRUE
"BRD7",1.06207493717664,4.38750264650284,16.6469705193994,2.67671992522466e-50,8.50110323758358e-49,103.483830123454,TRUE
"POLR2J",0.899023422025125,5.93647958412098,16.6446550925292,2.74541215845838e-50,8.71164394791938e-49,103.458593688991,FALSE
"HOXA13",6.3841915225425,-3.84060037807183,16.6424395043451,2.81278949727163e-50,8.91764816947228e-49,103.434446436437,TRUE
"SEMA6A-AS1",-2.25859967479675,-0.900982041587902,-16.6355539644735,3.03290176818295e-50,9.60710009483502e-49,103.359408651354,TRUE
"RGS11",-3.50675803646218,-2.23814328922495,-16.6317533216857,3.16167921795738e-50,1.00062874708867e-48,103.317993814457,TRUE
"GCKR",-2.70210985710767,4.82286124763705,-16.6280873181232,3.29106388973392e-50,1.04066995001072e-48,103.278048887526,TRUE
"EHMT2",1.4275224439517,4.02927561436673,16.6228052120422,3.48683547757035e-50,1.10161544535493e-48,103.220499634,TRUE
"POLR3C",1.32672473269278,3.00597069943289,16.6208956372969,3.56043610876838e-50,1.12389035812523e-48,103.199695955151,TRUE
"MSH2",1.7761903473762,1.78053629489603,16.6198752629063,3.60039805791654e-50,1.13551737532952e-48,103.188579887875,TRUE
"KIF9",1.31373766198571,2.00215576559546,16.6161257318438,3.7511290909559e-50,1.18202896814922e-48,103.147733914415,TRUE
"PPP1R7",0.826213988667151,5.25946465028355,16.6123049605006,3.91120569143167e-50,1.23140223594676e-48,103.106114817039,FALSE
"PDCD2L",1.32117509731461,2.3166572778828,16.6119824445083,3.92502608603211e-50,1.23468259921189e-48,103.102601833954,TRUE
"BCL2L12",1.28457104212859,3.94258790170132,16.611772214894,3.9340610421684e-50,1.23645324581606e-48,103.100311933852,TRUE
"PRPF31",0.881999901453556,4.82625916824197,16.6096297893542,4.02732751471194e-50,1.26467141965016e-48,103.07697634136,FALSE
"BCAP29",1.25371425227888,3.92173572778828,16.6085622392069,4.0746220484685e-50,1.27841706984836e-48,103.065348787769,TRUE
"CCBE1",-4.91751121212121,-3.15426313799622,-16.6011260657087,4.41980430789524e-50,1.38552086512008e-48,102.984361840033,TRUE
"IFT22",1.44829808080807,2.8711572778828,16.5986938980445,4.53892272607881e-50,1.42163445970135e-48,102.95787568597,TRUE
"MAD2L1BP",1.0909009977827,3.71136880907372,16.5979101590462,4.57798596465771e-50,1.43263334916413e-48,102.949341074388,TRUE
"RSL24D1",1.01576258930771,4.48387277882798,16.5955687923264,4.69669507438594e-50,1.46851617480865e-48,102.923845252243,TRUE
"AKIP1",1.23314801182557,3.33527712665406,16.5950715013731,4.72230109512184e-50,1.47525173884697e-48,102.918430250783,TRUE
"LOC100130881",-4.05671652131063,-6.95747618147448,-16.5932712846238,4.81616707132712e-50,1.50328186462808e-48,102.898828112101,TRUE
"LCN12",-1.92537651391969,3.04365349716446,-16.5928567680491,4.83804306691963e-50,1.50881272656572e-48,102.894314631965,TRUE
"CHLSN",1.28124446169006,5.21517051039697,16.5919682891753,4.88526704105406e-50,1.52223243654338e-48,102.884640512873,TRUE
"MALAT1",-1.78595532397143,3.99047126654064,-16.591089764091,4.93241440237766e-50,1.53560527633543e-48,102.875074933344,TRUE
"FLVCR1",1.92816440502587,1.09658846880907,16.5908874230741,4.94333753539132e-50,1.53768719684867e-48,102.87287182101,TRUE
"DAAM2-AS1",-2.81276116777531,-0.806196975425331,-16.5774015974552,5.72851975996402e-50,1.78040236135663e-48,102.726055485019,TRUE
"GSDMB",-1.9646404804139,3.41682325141777,-16.5737152196294,5.96403552528089e-50,1.852014145451e-48,102.685929427079,TRUE
"ATP5MK",0.981821660507506,8.22950718336484,16.5727309949887,6.02853452487423e-50,1.87044300673042e-48,102.675216657429,FALSE
"GNB1L",1.43664413155949,1.40567826086957,16.5718864262735,6.08443633752794e-50,1.88617526463366e-48,102.666024127891,TRUE
"CLCA1",-3.31621994087207,-8.92073856332703,-16.5703968210559,6.18429718459715e-50,1.91549634895957e-48,102.649811191906,TRUE
"TXNDC15",0.94231888888888,4.52431928166352,16.5669315308941,6.42298102477282e-50,1.98772919164773e-48,102.612096567764,FALSE
"TTC21A",-1.59752831731954,-0.159331379962193,-16.5598200017273,6.94200123315267e-50,2.1465211819819e-48,102.53470568683,TRUE
"BACC1",1.24218777531411,5.48289054820416,16.5546601295665,7.344602156366e-50,2.26907576917653e-48,102.478560136961,TRUE
"LDLRAD1",6.19420341463415,-3.43166011342155,16.5522793594423,7.53814064100511e-50,2.32688812422727e-48,102.452656373973,TRUE
"COL27A1",-1.93206720620843,2.93737807183365,-16.5462302012234,8.0531023973074e-50,2.48373551507779e-48,102.386844290363,TRUE
"HDGF",0.988036743040145,7.24237844990548,16.5430652956557,8.33637369817381e-50,2.56891936856882e-48,102.352414570088,FALSE
"EXOSC9",1.07728537817196,3.20261625708885,16.5393488537402,8.68173294028299e-50,2.67307538138433e-48,102.311987551884,TRUE
"YJU2",0.938778194136479,3.63616370510397,16.5387243064596,8.7411564558907e-50,2.68909085173973e-48,102.305194080191,FALSE
"RPL5",1.13521644986448,8.92148827977316,16.5328876625159,9.31649812897176e-50,2.86365959847421e-48,102.241710272473,TRUE
"CRHBP",-3.78586638088199,0.651493761814745,-16.5326296180791,9.3427894764692e-50,2.86931134336132e-48,102.238903746369,TRUE
"RPA3",1.25105213599408,4.65854120982987,16.5221569740913,1.04746997290146e-49,3.21421872242568e-48,102.125013499832,TRUE
"ZNRD2",0.975235730475473,4.90833175803403,16.521214555602,1.05830388281492e-49,3.24472037585004e-48,102.11476579229,FALSE
"CKAP2L",3.57718252771619,-1.42069735349716,16.5199681865923,1.07280394874429e-49,3.28640136230941e-48,102.101213258638,TRUE
"KIF15",3.39284696476965,-1.27440245746692,16.5186279455207,1.08861747418337e-49,3.33203228754894e-48,102.086640356417,TRUE
"ATP6AP1-DT",1.44458963537817,2.87531833648393,16.516790168835,1.11068041259656e-49,3.39669837048592e-48,102.066658184768,TRUE
"HTATSF1",1.37071174180832,3.86181739130435,16.5155300693893,1.12606561259524e-49,3.44085082515319e-48,102.052957511316,TRUE
"PGA5",-5.32592489529439,-4.40362608695652,-16.5138522871719,1.14688122754113e-49,3.50150844751645e-48,102.034716013801,TRUE
"GH1",-6.14471273959098,-6.45907032136106,-16.5106633148064,1.18751033398411e-49,3.62250526335774e-48,102.000045885538,TRUE
"COMMD3",0.892205210643009,5.27732703213611,16.5102972071837,1.19226572732015e-49,3.63395786460527e-48,101.996065742355,FALSE
"RPS25",1.02076799211627,9.11281228733459,16.4994289125487,1.34243293760629e-49,4.08822634799042e-48,101.877923663883,TRUE
"RPL12",1.20712593988666,9.56978979206049,16.4889030455788,1.50584008164197e-49,4.58202018471794e-48,101.763527369619,TRUE
"CTRC",-5.56717272973636,-5.37433497164461,-16.4881379339178,1.51846446682408e-49,4.61656437271199e-48,101.755212953002,TRUE
"DYNC1H1",1.06166494949494,5.74143062381853,16.4852412501246,1.56722455473663e-49,4.76082163694513e-48,101.723735995101,TRUE
"CRCT1",-5.30155199063802,-7.34496200378072,-16.484197187152,1.58517995727708e-49,4.81133926664843e-48,101.712391063323,TRUE
"SLC17A9",-2.12273178615423,4.98322873345936,-16.4813645561467,1.63493558121985e-49,4.95821190759078e-48,101.681612454253,TRUE
"SFTPA1",-4.38517993594473,-8.28309149338374,-16.479435170535,1.66971515698228e-49,5.05945992601116e-48,101.660649229049,TRUE
"RPS12P29",3.66653582163094,-0.852558790170132,16.474516098102,1.76176608890891e-49,5.33393417793847e-48,101.607205886596,TRUE
"UTP14A",1.32283334565164,2.41484744801512,16.4669627286169,1.9130696936334e-49,5.78719524571549e-48,101.525152057701,TRUE
"PIN4",1.05611886671593,4.10898071833648,16.4663986802619,1.92487552235773e-49,5.81806047769424e-48,101.51902516318,TRUE
"EEF1A1",1.15324415126877,11.4736603024575,16.4646503429884,1.9619332196869e-49,5.92513625689303e-48,101.50003452433,TRUE
"ARV1",1.17077763981275,3.74068185255198,16.4627717949105,2.00254494034296e-49,6.04275842721445e-48,101.479630236545,TRUE
"TMBIM4",1.05375087459965,6.14431739130435,16.4622807566295,2.01329818458081e-49,6.07016091349401e-48,101.474296832065,TRUE
"SNRPF",1.12600270509977,4.48622986767486,16.4615816894883,2.02870657061847e-49,6.11154167801004e-48,101.466704012863,TRUE
"RPL23P6",3.28525458980044,-0.771707183364839,16.4567086870646,2.13943455121548e-49,6.43976895884519e-48,101.413779438842,TRUE
"HSPA4",1.25149541759053,5.71061550094518,16.4521293786688,2.24898114570757e-49,6.76389930160155e-48,101.364049163297,TRUE
"MT1H",-6.46814461197339,3.12953440453686,-16.4468571988798,2.38205397987434e-49,7.15819052346178e-48,101.306799928268,TRUE
"RPS27",1.18940569352056,11.3334451795841,16.4450397532664,2.42972608303268e-49,7.29540831597761e-48,101.287066115246,TRUE
"RPL13AP5",1.40796066026114,5.83019527410208,16.4441518964964,2.45335990774874e-49,7.36028248026338e-48,101.277426025366,TRUE
"LOC124907841",2.0313232471052,2.79250434782609,16.4437971116625,2.46286795817882e-49,7.38270600741944e-48,101.273573921616,TRUE
"GJA5",2.58218892091648,0.258855009451796,16.430244186692,2.85498688885165e-49,8.55106262806961e-48,101.126441897126,TRUE
"RPS16",1.14953605814239,10.1203243856333,16.4255926606097,3.00345955516583e-49,8.98834174048432e-48,101.075953379413,TRUE
"NFU1",0.9961284454299,4.59012948960302,16.4241165131449,3.05216928382423e-49,9.12658955289155e-48,101.059931961769,FALSE
